gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
FBL,0.915275902,0.035321374,0.432680227,0.299537374,0.678844637,0.075767419,-0.311138584,0.401265292,translation
GPI,0.268049144,0.425178096,0.047660639,0.886523497,0.229525752,0.36014909,-0.203390813,0.365786769,background
AKT2,-0.140707521,0.702500492,-0.605681532,0.051658607,0.215548223,0.558854392,-0.529445517,0.059779774,background
PLD3,0.087110314,0.843625095,-0.280370448,0.322062188,0.402075574,0.218879515,-0.325978786,0.161326405,background
PIAS4,0.803879584,0.092912872,-0.393045953,0.173374369,1.115149067,0.040709702,-0.592274245,0.052607742,translation
EBI3,-0.656918134,0.293345346,-1.662053333,0.001717684,0.387160909,0.709588978,-1.47424625,0.004956487,buffering
TBCB,0.798623232,0.02738854,0.408123851,0.191930588,0.605343678,0.080189719,-0.049049411,0.893977909,translation
POLR2I,0.430317561,0.152503334,0.28879337,0.303793665,0.441502334,0.156208367,0.310681623,0.277389407,background
SLC1A5,0.01764659,0.981911561,-0.424602141,0.469043982,0.418053013,0.27519839,-0.439675787,0.161193021,background
PRKD2,0.871905987,0.021897371,-0.348862129,0.357092816,1.045284108,0.011715295,-1.186392847,0.007485026,translation
CACTIN,0.486253111,0.409554783,-0.438241824,0.162740164,0.829364208,0.183094148,-0.532702103,0.087067549,translation
CCDC9,0.306190671,0.446503943,-1.251153634,0.008999209,0.481007699,0.344877724,-1.318348337,0.009988873,buffering
HNRNPUL1,0.904033792,0.008694529,0.047985776,0.875696278,0.885198128,0.015300099,-0.407620887,0.203527234,translation
FZR1,-0.152671881,0.70026123,-1.107291605,0.010085263,0.22209528,0.611585846,-1.031174996,0.013355871,buffering
TGFB1,0.057086842,0.947583642,-1.199378155,0.039572574,1.169139425,0.084897972,-1.234600968,0.009988873,background
DENND3,-0.451231264,0.655887982,-1.024768193,0.048152527,0.878217389,0.305400114,-0.851368359,0.040807461,buffering
ATP5SL,0.3731524,0.586599167,-0.198888088,0.582497914,0.489130518,0.493226482,-0.257345838,0.456507845,background
PLIN3,0.15757169,0.758542164,0.302628593,0.398497485,-0.145843491,0.713952451,0.204341738,0.444958281,background
MYH14,0.177931664,0.780097979,-0.584098844,0.398986689,0.567508306,0.095044783,-0.807641182,0.028589111,background
MRPL4,0.212787313,0.530647749,-0.161328074,0.526939835,0.307537241,0.339518471,-0.221171748,0.345723178,background
RPS19,0.914515914,0.017442157,0.850972125,0.072898829,0.716350368,0.062677918,0.140701864,0.818215955,abundance
GLTSCR2,0.059096881,0.88880604,-0.353537311,0.429894288,0.162947883,0.677118106,-0.394159577,0.336704435,background
ETFB,-0.068692092,0.861461695,-0.564559566,0.127108169,0.253301924,0.407449986,-0.498855057,0.090084139,background
CD33,-0.77213984,0.098969945,-1.159172624,0.009269756,-1.621262417,0.011715295,-1.636508239,0.002180042,abundance
TYK2,-0.000853258,0.998596631,-0.542252398,0.063779977,0.355580257,0.380037251,-0.541956053,0.050902433,buffering
SULT2A1,-2.346884112,0.007340976,-1.653895737,0.017818568,-0.761422415,0.139342094,0.299272708,0.501551164,translation
CDC37,0.634203705,0.036246139,-0.142484723,0.659057044,0.678373369,0.03174237,-0.631978824,0.058959077,translation
NAPA,-0.139454506,0.679381668,-0.249679536,0.433148223,0.0516284,0.843977883,-0.081085296,0.706858116,background
RABAC1,-0.384363549,0.31276977,-0.896239546,0.009271305,0.11460248,0.833457948,-0.756442987,0.01921603,buffering
PTPRS,-2.287858903,0.023612807,-2.738064593,0.004380876,0.138400274,0.873507563,-0.889631985,0.110784066,abundance
MEGF8,-0.266027864,0.714982319,-0.789470462,0.130674354,0.143775561,0.870718663,-0.693376226,0.157906442,buffering
KDELR1,0.641709004,0.062781022,0.382119352,0.194456441,0.45028286,0.178444461,0.061431047,0.865217917,abundance
CYTH2,0.158309794,0.754634741,-0.368913234,0.438380917,0.417489401,0.217810256,-0.521129307,0.106242627,background
GRWD1,0.499869027,0.081124952,-0.129056786,0.595312347,0.543234169,0.064741026,-0.252239249,0.269477452,translation
CLEC11A,-1.149911206,0.282393297,-2.35366834,0.008493602,0.996397391,0.361199777,-1.695731565,0.01495678,background
CARD8,0.371404784,0.599407352,0.175787919,0.676474259,0.233677585,0.752500349,0.068268849,0.873011667,background
LIG1,1.077301129,0.072062398,0.174582385,0.675599183,1.059890944,0.105279392,0.119132408,0.807279924,translation
PLA2G4C,1.077414905,0.055579358,0.09053122,0.830331635,0.995412403,0.047759463,-0.46350274,0.17977357,translation
TMEM205,-0.416194917,0.300883225,-0.744644911,0.05658336,0.077339994,0.854070021,-0.42292652,0.169584209,background
RASIP1,-0.420385427,0.277783702,-0.932919935,0.023170313,-0.148943693,0.774163301,-0.772819361,0.052897755,buffering
MIER2,0.551968232,0.320370797,-0.330292007,0.440671584,0.582518797,0.342477594,-0.36507511,0.413943962,background
PPP2R1A,0.614593314,0.047612052,0.315361522,0.180538419,0.307095242,0.256925335,-0.001010331,0.996549622,abundance
TNPO2,0.188555345,0.543827373,-1.433300337,0.021526331,0.270258158,0.416295253,-1.536082957,0.019986951,background
WDR83OS,-0.010762717,0.97360627,0.06403336,0.858859561,-0.021809121,0.951264972,0.069544869,0.843384763,background
GCDH,-1.856940909,0.000422139,-1.793544242,0.000178874,-0.308012834,0.484288103,-0.63852691,0.052607742,abundance
LILRB5,-1.510464285,0.001545834,-2.174972696,4.62E-05,-0.172323295,0.841830999,-1.540340572,0.0050522,abundance
DNASE2,-0.52372652,0.302209523,-0.764908662,0.083061503,0.158121462,0.701136271,-0.347695729,0.23575352,background
LENG1,-0.104921538,0.83977832,-0.355759253,0.392884101,-0.028374849,0.965144168,-0.333700548,0.419597774,background
PRPF31,0.375120895,0.226321103,0.081365206,0.805323178,0.379658946,0.224172699,0.113593577,0.742395192,translation
JAK3,-0.584218641,0.605672148,-1.827756043,0.017457723,1.440947299,0.132428203,-1.511186957,0.009575641,background
ARRDC2,-0.759199889,0.036242408,-0.817573686,0.065979556,-0.312029761,0.196674276,0.392862524,0.114303534,abundance
ISYNA1,-0.400149259,0.588113902,-0.831659391,0.12427738,0.432933182,0.394104075,-0.559251627,0.116943497,background
ELL,-0.142038319,0.742596716,-0.885090616,0.029899517,0.481779843,0.176685482,-0.765591596,0.018777397,background
CRTC1,0.034454679,0.962147552,-0.832295915,0.066888322,0.361236677,0.6333074,-0.840102171,0.063279731,buffering
COPE,0.416385815,0.281533733,0.472268488,0.150920355,-0.002306991,0.994859454,0.155889016,0.533918901,background
DDX49,0.514248345,0.175424366,0.513640222,0.278775,0.332141756,0.35542992,0.046789413,0.929144792,background
ARMC6,-0.685367961,0.127289543,-0.860392683,0.045926197,0.038376219,0.921952042,-0.224171632,0.39702889,abundance
TMEM147,1.191893415,0.004050065,0.60474061,0.040404356,0.847438712,0.036447907,0.106719307,0.729546161,translation
HAMP,-4.904908556,0.0001913,-5.48826445,4.62E-05,-0.037583967,0.97507531,-1.280267728,0.079854221,abundance
LSR,-0.670806987,0.362628249,-1.029439247,0.090691381,0.398539589,0.271028453,-0.464647788,0.108123884,background
KXD1,0.851398557,0.064497516,0.416459982,0.216091815,0.720615672,0.144471994,0.249239978,0.470851103,translation
FKBP8,0.428228609,0.400187168,-0.250510039,0.543730858,0.590763506,0.206991195,-0.459614387,0.202749229,translation
SUGP1,-0.27731175,0.460592801,-0.094680559,0.762126661,-0.25121173,0.517757405,-0.042361646,0.901190399,background
HPN,-0.629492444,0.273654701,-1.479360761,0.015524076,0.661407632,0.055018763,-0.83594528,0.00926145,background
ERF,0.619347085,0.095323429,-0.640116644,0.066934051,0.845156012,0.053000589,-0.894346997,0.021124784,translation
GSK3A,0.776793145,0.054170711,-0.030529159,0.92453079,0.792894549,0.057168874,-0.273675605,0.376256803,translation
ATP13A1,0.683148587,0.023991546,0.039296696,0.919935114,0.669469707,0.021554521,-1.054893809,0.005895375,translation
ZNF574,-0.067381824,0.878681226,0.03082082,0.931702894,-0.075215074,0.875084366,0.046029261,0.903233792,background
ETHE1,-0.556503842,0.232524543,-0.748441383,0.068979487,-0.213887247,0.690422696,-0.516263438,0.185802535,abundance
SMG9,0.036954399,0.947431877,-0.139779606,0.769633686,0.134390574,0.751215098,-0.168996215,0.626732077,background
AVL9,0.656889995,0.031846792,0.877880084,0.003545888,0.43484418,0.240932188,0.737723921,0.016790448,abundance
GTPBP10,-0.052861609,0.910176077,0.502466397,0.114768922,-0.119387232,0.834765078,0.507031026,0.111633027,buffering
CDK6,1.161052049,0.007881481,1.125780724,0.002711378,0.008534944,0.985039975,0.338184815,0.198633363,abundance
PMPCB,-0.162963778,0.677202811,0.700349276,0.051632056,-0.626200519,0.077235559,0.829938211,0.01175905,background
DNAJC2,0.604919251,0.104802881,0.968670382,0.012640184,-0.014331044,0.977556134,0.51564913,0.097885383,abundance
BET1,0.233816139,0.562942386,1.06291006,0.022136401,-0.286757698,0.493522977,0.861526382,0.02861533,background
NAMPT,-1.65557692,0.003568743,-1.297088818,0.006063342,-0.426414851,0.211800453,0.12591991,0.664846756,translation
TWISTNB,0.113405519,0.822071019,0.999014993,0.007516819,-0.409614257,0.462547299,0.969849762,0.009351532,buffering
PON3,-1.991447436,0.003824063,-1.10047825,0.027276269,-0.807983726,0.017314206,0.627559181,0.022356169,translation
PON2,1.025780052,0.031127288,1.186883349,0.011702147,-0.027381439,0.937032843,0.146935877,0.551946366,abundance
HBP1,-0.477531337,0.131968301,0.104795534,0.726872619,-0.543798048,0.068865913,0.433035489,0.106645564,translation
SP4,0.029960954,0.963051923,0.638675638,0.103617068,-0.586306185,0.235545598,0.623733959,0.057080589,buffering
CBLL1,1.158011061,0.003885883,1.207794501,0.010862788,0.748758014,0.053010827,0.053088814,0.925313138,abundance
MTPN,0.682217695,0.07593786,1.086227163,0.008605261,0.842757109,0.100831925,1.210984877,0.010677163,abundance
MPP6,0.299325708,0.592479732,1.128825277,0.011013829,-0.38899061,0.56046019,1.022272094,0.015276397,buffering
DFNA5,-0.748617443,0.36972584,-0.571831789,0.356775002,-0.109601766,0.827104908,-0.012174508,0.97531214,background
ZC3HAV1,-0.029426301,0.930281344,0.378892851,0.123381836,-0.112968794,0.752124003,0.383227763,0.109252671,buffering
OGDH,-0.21596516,0.57593178,-0.013738112,0.970225575,-0.205896909,0.466851233,0.191373987,0.458459441,background
H2AFV,0.710464581,0.058738196,0.466475581,0.099544939,0.60741952,0.152858805,0.372992169,0.211960738,abundance
CAV2,-0.767123966,0.223125664,-0.01695525,0.968718906,-0.746997716,0.090016012,0.430983848,0.146298211,translation
CAV1,0.636683993,0.100054632,1.176590729,0.007013822,0.218051163,0.672351833,0.879605778,0.033876048,abundance
MET,0.140028739,0.753102561,1.0807632,0.029713675,-0.577179921,0.063536218,0.906840285,0.006665143,background
LMBR1,0.391265865,0.283456426,0.458073873,0.106385544,0.123132226,0.76815917,0.323253846,0.224785947,background
DNAJB6,0.654854034,0.2221538,0.107324699,0.735230883,0.541004362,0.280588744,-0.072347853,0.816646287,background
BRAT1,0.429429615,0.273654701,-0.147968339,0.577832137,0.523296773,0.188995642,-0.235000355,0.349671165,translation
SSBP1,0.608371629,0.075141719,1.266153151,0.000291001,0.008613535,0.989125277,1.186954617,0.002180042,abundance
CPED1,-2.848273895,0.004050065,-2.342201292,0.009549978,-0.870716986,0.102152363,0.433759973,0.403248619,translation
HIBADH,-0.537815005,0.314151585,0.198537068,0.711030093,-0.714157552,0.024230389,0.753371356,0.00963387,translation
TAX1BP1,0.340488031,0.211643931,1.068520673,0.00157162,0.28918037,0.394037372,1.044416508,0.003530734,abundance
CPVL,-0.75367547,0.049476337,-0.31783295,0.390576785,-0.605714351,0.092893465,0.198022492,0.617735656,translation
CHN2,-0.503793462,0.234650455,-0.266535007,0.538908402,-0.30188938,0.284726904,0.255359969,0.334998915,background
GRB10,0.092930037,0.798539224,-0.309084258,0.237985841,0.338340404,0.273405152,-0.353733994,0.134365142,buffering
ABHD11,0.376428963,0.411761822,-0.114373859,0.864529732,0.431932442,0.205668143,-0.598153521,0.153368781,translation
COBL,-1.030348495,0.03083041,-0.634998059,0.112459496,-0.509600612,0.136949859,0.213395543,0.486624239,translation
GARS,0.603698709,0.065070111,0.649972885,0.027156681,0.136573102,0.678965129,0.258434723,0.306747087,abundance
CASP2,0.824949018,0.093528967,0.652029873,0.035770667,0.560272225,0.326823647,0.548257693,0.083973276,abundance
CHCHD2,0.371969437,0.370160936,0.786106147,0.026038419,-0.416663638,0.20630536,0.526220751,0.042887756,background
HSPB1,1.658619053,0.002862312,0.770165473,0.024014024,1.110998955,0.037872412,0.186416197,0.60007019,translation
PDAP1,0.382619182,0.364061959,0.158980284,0.552964984,0.400062984,0.374078456,0.170584544,0.515793308,background
BUD31,0.770159817,0.030165187,0.661735044,0.034104702,0.783796943,0.06530843,0.677944746,0.047554703,abundance
CYP3A5,-1.636461927,0.002043392,-1.300196886,0.020812913,-1.031976448,0.021127961,0.465596255,0.269504949,translation
ZKSCAN1,-0.187721865,0.576750075,-0.173865351,0.588355875,-0.065569705,0.828429092,0.006354981,0.983416884,background
EIF3B,0.636562264,0.025089227,0.465360418,0.074283144,0.450564962,0.089563948,-0.064758074,0.827057025,abundance
SNX8,0.515299678,0.134615957,-0.522289577,0.071956851,0.517485229,0.184052752,-0.523958166,0.089137138,translation
TAF6,1.165972159,0.026295477,0.877595077,0.006694247,0.515838346,0.416815556,0.673393461,0.034357953,abundance
WASL,0.042077055,0.910069565,0.612003562,0.046733254,-0.403848487,0.155547006,0.575924022,0.026256708,background
AIMP2,0.448520468,0.194842899,0.463762907,0.282239608,0.250809092,0.406964868,-0.063141256,0.878146944,background
TFR2,-1.45507642,0.035880347,-1.592640459,0.004314973,0.17358497,0.791951424,-0.743870891,0.053441312,abundance
PCOLCE,-1.673233172,0.072152649,-2.05507011,0.00412757,1.115525591,0.030262945,-0.928123443,0.006592108,abundance
RBM28,0.766028225,0.04099542,0.403773505,0.154223013,0.432120676,0.18499724,-0.019298865,0.954485545,translation
USP42,0.077295435,0.898040322,0.053167275,0.884535136,0.034766436,0.957255351,0.028914002,0.937475964,background
AGFG2,-0.094811331,0.877538825,-0.409780096,0.350468614,0.317332218,0.323047632,-0.332796656,0.196688242,background
LSM5,0.513563297,0.349692044,0.76076601,0.078538579,0.183145945,0.78764264,0.605319493,0.146834402,background
SERPINE1,-1.048447837,0.11918586,-1.377020938,0.015438697,0.521159182,0.118785444,-0.54398856,0.040788969,abundance
AP1S1,0.847269398,0.089925433,0.843290841,0.049365811,0.077924684,0.858944074,0.183017475,0.546699185,abundance
MOGAT3,0.426762415,0.520459243,0.798120067,0.126910048,-0.096908588,0.89554396,0.579891186,0.199315439,background
C1GALT1,0.532488423,0.200069238,0.836758521,0.055654529,0.29331116,0.53670011,0.619534605,0.146409172,abundance
PLOD3,0.880380297,0.021784431,0.656489498,0.030148299,0.338101186,0.302122834,0.138011469,0.608671854,abundance
RPA3,-0.070553529,0.898865618,0.922531933,0.028650092,-0.839948832,0.069378881,0.968370653,0.009089422,background
ZNHIT1,-0.156055056,0.742286113,-0.268384199,0.330781125,0.229705541,0.503941682,-0.198076022,0.37171231,background
CLDN15,2.405869086,0.007311491,1.228412636,0.018075677,1.487396815,0.097952742,0.48115622,0.344829475,translation
PHF14,0.226083037,0.525563204,0.225958276,0.344429167,-0.012641634,0.975932079,0.152837781,0.489185131,background
NRF1,0.230205483,0.553876849,0.075627457,0.868487569,0.205711551,0.590021769,-0.062273818,0.891259922,background
TMEM106B,-0.022621823,0.960620728,1.17554005,0.007860386,-0.570061602,0.188787677,1.189636525,0.006141257,background
MEST,-0.072529533,0.927894839,0.57617184,0.106053334,-0.467891046,0.567468,0.587788738,0.092490594,buffering
TSPAN13,-0.38843566,0.574576859,-0.441075149,0.413294923,0.026000071,0.963788287,-0.155231891,0.668205344,background
RARRES2,-0.521240181,0.295354742,-0.802810265,0.074774165,0.163251153,0.680421078,-0.367785391,0.216131855,background
AHR,-0.067205131,0.882359577,0.336563143,0.349317033,-0.371198112,0.158155484,0.399364571,0.086440099,background
CHCHD3,0.217404071,0.655406067,0.941506254,0.005433509,0.066921109,0.930433392,0.930897951,0.007885232,buffering
GIMAP2,-0.956890532,0.148342774,0.231562959,0.681732896,-1.00410817,0.163039354,0.389990764,0.500004233,translation
TMEM176B,-0.934502397,0.094445819,-0.92792061,0.062757807,-0.029471941,0.933830173,-0.050045536,0.854742491,abundance
MRPL32,-0.731609192,0.043464805,-0.008980172,0.98062137,-0.729234724,0.052353599,0.342032201,0.41467061,translation
BLVRA,-0.029464977,0.960828735,-0.28172457,0.413522762,0.119625902,0.8433487,-0.274377144,0.401097836,background
URGCP,-0.456872413,0.116296784,-0.672081578,0.065713914,-0.297311567,0.301355031,-0.283654215,0.449333411,abundance
TMEM248,0.485868725,0.135650798,0.250338451,0.346471736,0.325433378,0.292151418,0.022812295,0.940280511,background
PRKAG2,-1.937369092,0.011108186,-2.121633389,0.000620575,0.91398271,0.065090189,-0.872904554,0.010860041,abundance
AEBP1,-1.179066067,0.352052629,-2.159243912,0.065543255,0.879188678,0.097615887,-1.02681484,0.022891561,background
POLD2,0.25508903,0.565241234,-0.040858212,0.892471521,0.275103058,0.546269589,-0.082988948,0.778897294,background
BCL7B,0.298721276,0.424725595,-0.207691535,0.527789609,0.378910798,0.307738603,-0.315725986,0.304881497,background
YKT6,1.257214165,0.026346903,0.297619058,0.299905633,1.30640677,0.047472615,0.347333791,0.263904464,translation
TBL2,0.472091004,0.170490804,0.416210068,0.174513684,0.103433326,0.716444103,-0.005990458,0.983417854,abundance
EIF4H,0.026457648,0.955500551,-0.022966074,0.942407631,0.028282481,0.958073255,-0.024050713,0.945078294,background
SLC1A1,-3.379610718,0.000524972,-3.153668012,0.001091381,-1.004579807,0.075372151,0.406043075,0.47627637,abundance
FKTN,0.902863146,0.056619641,1.380779231,0.004536289,0.162584589,0.80207081,0.90959731,0.036818718,abundance
SPIN1,-0.16032827,0.724369006,0.409701682,0.11161402,-0.559079082,0.22160585,0.446509917,0.070902106,buffering
NMRK1,-1.368629143,0.001966225,-0.324002024,0.31092094,-1.256713057,0.011241297,0.237791585,0.552135458,translation
